trader_id,timestamp,side,trade_size,leverage,pnl
T069,2024-01-05 23:24:00,long,12.95,2.32,0.01
T031,2024-01-05 06:41:00,short,66.21,1.73,-1.34
T010,2024-01-05 08:33:00,long,32.4,3.4,-2.38
T052,2024-01-05 08:40:00,long,17.2,2.85,-1.52
T022,2024-01-05 11:44:00,short,13.35,1.63,-0.52
T078,2024-01-05 15:15:00,long,30.31,5.16,0.56
T063,2024-01-05 14:23:00,short,14.21,3.91,0.66
T010,2024-01-05 09:07:00,short,49.91,3.49,-1.46
T037,2024-01-05 00:47:00,long,93.45,1.97,-0.61
T061,2024-01-05 05:41:00,short,23.6,2.72,-0.08
T007,2024-01-05 03:32:00,short,52.77,2.36,-2.71
T064,2024-01-05 09:41:00,long,5,2.84,0.06
T037,2024-01-05 18:27:00,long,93.32,6.86,-3.97
T069,2024-01-05 20:23:00,short,19.15,2.59,-1.61
T078,2024-01-05 18:25:00,long,21.27,2.32,-0.62
T072,2024-01-05 00:00:00,long,13.07,3.26,-0.37
T030,2024-01-05 16:17:00,short,47.23,1.44,-2.2
T066,2024-01-05 12:45:00,short,78.87,2.8,-0.5
T026,2024-01-05 08:10:00,short,35.36,3.23,0.18
T026,2024-01-05 18:09:00,short,13.28,4.72,-0.54
T022,2024-01-05 23:54:00,long,6.49,3.42,-0.32
T065,2024-01-05 03:29:00,long,14.72,2.43,-0.69
T016,2024-01-05 01:04:00,short,8.08,1.18,-0.07
T061,2024-01-05 08:32:00,long,19.4,1.17,-2.16
T078,2024-01-05 13:16:00,long,29.52,3.77,-0.77
T066,2024-01-05 17:46:00,long,20.04,1.61,-1.2
T003,2024-01-06 15:59:00,short,26.59,1,-2.41
T078,2024-01-06 15:20:00,long,20.01,2.37,1.11
T018,2024-01-06 21:10:00,short,26.77,1.35,-0.02
T063,2024-01-06 23:19:00,short,12.45,2.99,0.3
T036,2024-01-06 01:29:00,short,11.08,4.18,0.2
T016,2024-01-06 01:05:00,short,27.62,4.36,-0.28
T054,2024-01-06 02:25:00,short,11.66,5.13,0.28
T062,2024-01-06 14:11:00,short,11.72,3.3,-0.29
T012,2024-01-06 18:08:00,short,153.05,2.66,-1.68
T064,2024-01-06 19:03:00,short,17.11,2.77,-0.78
T006,2024-01-06 06:09:00,short,27.56,3.28,-1.97
T011,2024-01-06 12:01:00,short,54.89,6.47,-2.9
T040,2024-01-06 20:46:00,long,32.13,1.84,-1.98
T041,2024-01-06 15:26:00,short,16.63,2.79,0.05
T042,2024-01-06 23:32:00,short,8.74,3.07,0.51
T078,2024-01-06 04:43:00,long,30.71,2.25,-0.31
T040,2024-01-06 16:28:00,short,29.57,4.41,0.14
T003,2024-01-06 19:40:00,short,5,1.89,-0.41
T051,2024-01-06 07:44:00,long,13.87,3.39,0.27
T040,2024-01-06 17:08:00,short,55.53,3.67,1.24
T052,2024-01-06 13:27:00,long,51.68,1.91,0.36
T021,2024-01-06 02:54:00,short,49.05,2.58,0.11
T076,2024-01-06 06:41:00,long,18.09,3.09,0.37
T076,2024-01-06 03:03:00,long,12.83,1.7,-0.6
T006,2024-01-06 11:56:00,long,42.34,2.83,-2.65
T041,2024-01-06 05:19:00,long,10.34,1.64,-0.01
T021,2024-01-06 18:43:00,long,34.42,2.85,0.96
T002,2024-01-06 08:43:00,short,29.11,2.02,-0.34
T004,2024-01-06 22:32:00,short,103.37,1,-1.32
T012,2024-01-06 12:59:00,short,23.28,3.08,0.25
T045,2024-01-06 19:08:00,long,20.62,1.9,-0.02
T049,2024-01-06 23:21:00,long,91.47,2.14,0.51
T062,2024-01-06 13:12:00,short,31.07,2.41,-1.69
T004,2024-01-06 17:46:00,long,56.74,3.45,-2.04
T032,2024-01-06 19:49:00,short,10.08,3.59,-0.15
T063,2024-01-06 04:36:00,short,40.15,1.55,-0.07
T015,2024-01-06 04:02:00,short,82.74,5.3,0.16
T047,2024-01-06 09:20:00,long,36.85,2.08,-1.8
T012,2024-01-06 23:27:00,short,21.71,3.96,-0.86
T061,2024-01-06 13:13:00,long,15.44,2.98,0.71
T036,2024-01-06 06:02:00,long,22.71,5.57,-0.39
T080,2024-01-06 01:25:00,short,5,5.09,-0.24
T071,2024-01-06 01:18:00,short,25.6,3.1,-0.72
T047,2024-01-06 01:20:00,short,10.25,3.33,-0.34
T037,2024-01-06 09:45:00,short,6.92,2.84,0.06
T078,2024-01-06 15:49:00,short,10.45,5.03,-0.31
T053,2024-01-06 06:53:00,short,5,1.96,-0.01
T075,2024-01-06 03:53:00,long,69.52,4.87,2.4
T006,2024-01-06 12:55:00,long,5,3.14,-0.1
T019,2024-01-06 05:07:00,short,10.07,2.14,-0.2
T070,2024-01-06 21:22:00,short,32.87,2.99,-3.2
T048,2024-01-06 20:05:00,long,50.73,3.86,-2.93
T048,2024-01-06 01:40:00,long,32.14,2.58,-1.92
T077,2024-01-06 02:59:00,long,45.03,1.55,-1.35
T052,2024-01-06 19:11:00,short,15.86,1.81,-0.84
T004,2024-01-06 02:18:00,long,51.18,1.48,-1.72
T048,2024-01-06 20:53:00,short,25.62,1.24,0.09
T003,2024-01-06 23:30:00,short,12.71,4.59,-0.15
T029,2024-01-06 12:04:00,long,45.89,7.77,1.5
T031,2024-01-06 06:08:00,long,15.23,4.61,-1.13
T047,2024-01-06 07:04:00,short,13.86,2.69,0.06
T052,2024-01-06 02:18:00,long,11.13,2.15,-0.22
T061,2024-01-06 06:37:00,short,36.07,2.41,-0.53
T013,2024-01-06 15:43:00,long,47.71,6.21,-0.77
T044,2024-01-06 19:17:00,long,6.87,3.98,-0.55
T031,2024-01-06 12:04:00,long,25.96,4.68,-0.8
T051,2024-01-06 10:31:00,long,19.39,3.88,-0.52
T072,2024-01-06 12:41:00,long,18.07,1.3,0.0
T066,2024-01-06 03:09:00,long,24.53,2.86,-1.77
T011,2024-01-06 16:30:00,short,32.45,4.57,-0.49
T017,2024-01-06 17:49:00,long,5,1.86,-0.26
T016,2024-01-06 17:46:00,long,65.52,7.37,-0.47
T070,2024-01-06 09:26:00,short,16.94,3.39,0.23
T051,2024-01-06 00:31:00,long,27.93,7.34,-0.67
T031,2024-01-06 09:40:00,long,79.18,3.24,5.55
T022,2024-01-06 04:26:00,long,14.85,1.61,0.37
T067,2024-01-06 23:52:00,long,5,2.8,-0.22
T031,2024-01-06 18:12:00,long,97.2,5.08,1.14
T071,2024-01-06 15:53:00,long,51.01,1.86,0.22
T041,2024-01-06 13:22:00,long,24.09,1.06,0.42
T058,2024-01-06 05:49:00,short,24.99,2.26,0.43
T017,2024-01-06 03:39:00,short,26.44,1.96,-1.34
T064,2024-01-06 05:25:00,long,70.34,5.81,0.86
T052,2024-01-06 14:51:00,short,6.31,3.28,-0.08
T074,2024-01-06 16:36:00,long,9.07,1.32,-0.62
T044,2024-01-06 13:51:00,long,23.97,9.76,0.99
T062,2024-01-06 19:49:00,long,13.88,7.77,0.3
T015,2024-01-06 09:56:00,long,35.32,2.4,-2.93
T044,2024-01-06 14:50:00,short,19.52,3.65,-0.82
T013,2024-01-06 10:51:00,long,15.19,4.08,0.24
T019,2024-01-07 19:48:00,long,23.28,2.85,0.49
T050,2024-01-07 03:01:00,short,51.06,1.66,-2.74
T050,2024-01-07 01:48:00,long,12.53,6.33,-0.3
T068,2024-01-07 11:18:00,short,18.18,1,0.77
T068,2024-01-07 08:53:00,long,75.83,1.47,-3.04
T033,2024-01-07 16:32:00,short,17.26,1.46,-0.39
T020,2024-01-07 03:48:00,short,34.69,8.09,2.04
T011,2024-01-07 08:55:00,long,25.51,4.13,1.99
T035,2024-01-07 05:15:00,long,15.29,9.69,-0.34
T064,2024-01-07 05:42:00,long,54.52,1.18,0.15
T015,2024-01-07 16:15:00,short,26.36,1.54,0.13
T040,2024-01-07 13:18:00,short,19.72,2.93,0.84
T017,2024-01-07 03:19:00,short,7.83,8.07,-0.17
T030,2024-01-07 11:26:00,long,30.4,1.11,-0.75
T041,2024-01-07 20:05:00,short,8.96,4.87,-0.29
T016,2024-01-07 03:32:00,short,29.19,3.84,-2.06
T054,2024-01-07 20:27:00,long,43.04,4.51,-2.34
T052,2024-01-07 22:06:00,short,35.15,16.88,-3.14
T064,2024-01-07 15:28:00,long,18.37,4.96,0.07
T002,2024-01-07 09:27:00,long,13.77,4.42,-1.28
T050,2024-01-07 13:24:00,long,39.32,1.75,-0.35
T074,2024-01-07 03:37:00,long,46.5,3.26,-3.01
T052,2024-01-07 13:19:00,short,30.31,1.54,-2.18
T032,2024-01-07 16:19:00,short,57.49,2.11,4.48
T079,2024-01-07 04:08:00,long,37.2,7.3,-0.42
T064,2024-01-07 22:05:00,short,8.45,1.41,-0.03
T011,2024-01-07 18:55:00,long,32.45,1.58,-2.05
T010,2024-01-07 21:35:00,long,13.64,2.81,0.0
T032,2024-01-07 18:13:00,short,20.81,2.44,-1.2
T074,2024-01-07 22:46:00,short,29.78,4.18,-0.23
T056,2024-01-07 16:41:00,short,13.3,3.86,0.06
T018,2024-01-07 10:29:00,short,40.12,4.07,-1.97
T002,2024-01-07 06:55:00,short,35.24,2.15,-1.28
T041,2024-01-07 19:39:00,short,6.82,3.18,0.05
T077,2024-01-07 14:58:00,long,72.68,1.78,1.18
T023,2024-01-07 05:23:00,long,15.13,1.34,-0.84
T012,2024-01-07 23:40:00,short,8.01,9.58,-0.55
T016,2024-01-07 15:22:00,short,24.46,1,-1.26
T029,2024-01-07 14:17:00,long,11.1,1.49,-0.63
T046,2024-01-07 17:19:00,short,16.77,1.05,0.11
T079,2024-01-07 16:58:00,long,32.4,1.29,-2.07
T061,2024-01-07 08:34:00,short,52.5,1.45,2.44
T039,2024-01-07 20:13:00,short,49.9,3.38,2.02
T019,2024-01-07 11:07:00,long,5.99,2.21,0.13
T054,2024-01-07 20:48:00,long,55.69,2.82,-0.03
T030,2024-01-07 06:54:00,short,17.48,2.6,-0.78
T053,2024-01-07 07:30:00,short,39.95,6.93,-0.05
T077,2024-01-07 19:43:00,short,46.6,1,-0.75
T055,2024-01-07 08:27:00,short,28.45,2.11,-1.87
T068,2024-01-07 00:10:00,short,46.82,2.79,-1.89
T031,2024-01-07 03:20:00,short,11.07,2.85,0.07
T010,2024-01-07 00:32:00,short,7.41,2.93,0.01
T015,2024-01-07 06:18:00,long,91.04,4.46,-7.61
T002,2024-01-07 13:08:00,long,21.34,4.98,0.6
T054,2024-01-07 23:22:00,short,208.46,3.72,-4.91
T019,2024-01-07 13:04:00,long,8.93,2.22,0.33
T054,2024-01-07 04:43:00,short,360.93,1.59,4.87
T054,2024-01-07 07:41:00,long,21.94,1,-0.87
T047,2024-01-07 17:58:00,long,22.1,5.12,0.32
T041,2024-01-07 23:39:00,short,11.7,2.89,-0.26
T054,2024-01-07 17:46:00,short,23.06,2.4,-1.1
T074,2024-01-07 00:43:00,short,34.38,2.48,-1.26
T036,2024-01-07 16:35:00,short,22.02,3.91,0.73
T063,2024-01-07 10:27:00,long,9.39,2.05,-0.31
T077,2024-01-07 18:16:00,short,13.14,7.75,-0.04
T017,2024-01-07 10:48:00,long,6.16,3.37,-0.38
T056,2024-01-07 12:43:00,long,27.9,1,-2.69
T074,2024-01-07 10:05:00,short,8.05,2.91,0.18
T031,2024-01-07 03:50:00,long,10.5,1.51,-0.36
T039,2024-01-07 12:11:00,long,56.15,4.02,1.69
T039,2024-01-07 23:06:00,long,13.27,3.53,-0.09
T035,2024-01-07 17:27:00,short,18.44,2.61,-0.3
T039,2024-01-07 19:08:00,short,75.22,4.33,1.71
T012,2024-01-07 04:45:00,long,25.85,6.15,0.77
T023,2024-01-07 03:01:00,long,73.33,2.37,-2.35
T070,2024-01-07 06:20:00,long,46.28,4.49,-2.23
T001,2024-01-07 07:39:00,short,61.85,5.17,-1.85
T032,2024-01-07 23:28:00,short,17.73,3.41,-0.64
T079,2024-01-07 19:18:00,short,12.79,2.79,-0.36
T037,2024-01-07 08:51:00,long,13.0,1,-1.05
T029,2024-01-07 01:39:00,short,26.62,2.05,0.76
T011,2024-01-07 03:13:00,long,5,3.33,-0.02
T031,2024-01-07 23:29:00,long,13.92,2.33,-0.55
T033,2024-01-07 12:43:00,short,13.58,4.51,-1.02
T062,2024-01-07 20:56:00,short,50.03,8.44,-0.52
T002,2024-01-07 03:58:00,long,43.24,2.93,-1.86
T037,2024-01-07 04:02:00,long,82.48,2.02,2.73
T002,2024-01-07 00:38:00,long,25.02,7.93,0.17
T002,2024-01-07 10:17:00,short,50.68,5.4,0.46
T070,2024-01-07 06:18:00,long,39.16,3.49,-1.63
T047,2024-01-07 20:55:00,long,27.35,1.79,-0.78
T054,2024-01-07 06:32:00,long,32.03,2.8,1.19
T061,2024-01-07 07:18:00,short,15.22,3.07,-1.43
T016,2024-01-07 04:38:00,long,34.2,2.99,-1.62
T001,2024-01-07 20:29:00,short,13.0,5.74,-0.1
T061,2024-01-07 06:26:00,long,27.01,4.74,0.34
T031,2024-01-07 20:09:00,long,14.64,4.5,0.16
T015,2024-01-07 04:11:00,long,115.93,2.02,-7.18
T074,2024-01-07 13:39:00,short,10.1,2.07,-0.42
T019,2024-01-07 08:33:00,short,60.54,2.97,0.77
T035,2024-01-07 23:11:00,short,70.35,2.43,-0.37
T016,2024-01-07 16:48:00,short,24.09,4.11,-1.14
T046,2024-01-07 00:36:00,long,16.31,1.49,0.73
T001,2024-01-07 01:13:00,short,24.2,4.68,-0.43
T019,2024-01-07 19:25:00,short,29.64,4.67,-1.44
T077,2024-01-07 17:17:00,short,14.61,1.79,-0.09
T063,2024-01-08 02:53:00,long,15.76,2.33,-0.17
T053,2024-01-08 19:23:00,long,23.51,3.07,-0.01
T055,2024-01-08 19:32:00,short,11.0,1.53,0.61
T055,2024-01-08 05:41:00,long,23.87,3.51,0.8
T016,2024-01-08 07:18:00,short,20.62,2.48,-1.06
T017,2024-01-08 19:44:00,long,53.93,1.78,1.81
T020,2024-01-08 10:18:00,short,15.84,3.02,1.18
T049,2024-01-08 21:19:00,short,99.95,3.13,-0.84
T008,2024-01-08 07:16:00,short,10.18,6.58,0.12
T042,2024-01-08 14:48:00,long,6.02,1.87,0.15
T053,2024-01-08 10:52:00,long,17.32,6.33,-0.85
T042,2024-01-08 08:03:00,long,5,2.74,-0.13
T053,2024-01-08 14:24:00,long,12.52,3.42,0.35
T049,2024-01-08 22:28:00,long,99.69,3.39,8.78
T055,2024-01-08 20:32:00,short,128.83,2.5,5.08
T017,2024-01-08 13:32:00,short,54.14,3.35,1.8
T047,2024-01-08 10:41:00,long,38.33,2.11,0.03
T053,2024-01-08 07:26:00,short,21.95,2.08,-0.45
T080,2024-01-08 23:52:00,long,12.66,5.28,-0.05
T013,2024-01-08 00:43:00,long,125.77,11.2,11.52
T044,2024-01-08 08:38:00,short,9.0,3.21,0.36
T047,2024-01-08 18:15:00,long,15.49,1.04,1.21
T020,2024-01-08 10:49:00,short,22.93,2.76,-0.82
T055,2024-01-08 14:25:00,long,14.72,7.56,0.59
T069,2024-01-08 23:43:00,short,10.66,4.17,-0.41
T020,2024-01-08 10:25:00,long,51.44,2.52,2.41
T042,2024-01-08 23:24:00,long,44.33,1,-1.5
T075,2024-01-08 23:27:00,long,9.95,3.38,-0.09
T063,2024-01-08 07:39:00,long,8.59,3.42,0.34
T049,2024-01-08 23:56:00,long,26.94,3.87,-1.12
T069,2024-01-08 22:59:00,long,6.92,2.98,0.06
T046,2024-01-08 04:26:00,long,124.9,2.79,3.27
T045,2024-01-08 00:58:00,short,59.55,2.35,2.05
T020,2024-01-08 15:38:00,short,72.29,1.54,1.6
T053,2024-01-08 20:23:00,long,18.18,2.38,0.94
T080,2024-01-08 20:41:00,long,10.09,4.2,0.07
T080,2024-01-08 04:30:00,long,11.71,3.3,0.6
T032,2024-01-08 14:46:00,long,151.73,2.12,6.61
T049,2024-01-08 20:55:00,long,46.48,3.08,0.24
T045,2024-01-08 18:58:00,short,8.01,7.27,-0.73
T008,2024-01-08 01:23:00,long,34.95,3.31,2.18
T080,2024-01-08 03:11:00,short,169.57,2.11,-5.7
T004,2024-01-08 19:55:00,short,12.25,3.97,-0.07
T047,2024-01-08 11:13:00,short,93.04,3.88,-6.48
T042,2024-01-08 22:27:00,short,105.32,1.72,4.09
T004,2024-01-08 01:39:00,short,51.36,4.31,0.08
T049,2024-01-08 06:04:00,long,18.99,1.14,0.17
T020,2024-01-08 22:19:00,short,99.24,1.97,0.4
T080,2024-01-08 17:29:00,long,11.08,1.89,0.33
T017,2024-01-08 14:25:00,long,22.07,5.99,-0.07
T044,2024-01-08 22:06:00,long,35.66,3.63,1.81
T013,2024-01-08 15:58:00,long,14.11,1.68,1.03
T032,2024-01-08 14:35:00,long,21.89,2.5,-0.45
T063,2024-01-08 08:38:00,short,19.33,2.23,0.38
T053,2024-01-08 10:09:00,short,17.16,1.68,0.09
T055,2024-01-08 06:23:00,short,8.92,2.3,0.07
T046,2024-01-08 03:58:00,short,83.35,2.84,1.39
T013,2024-01-08 21:06:00,short,38.79,6.05,1.13
T076,2024-01-08 23:45:00,short,19.38,1.48,0.6
T016,2024-01-08 06:30:00,long,21.2,1.78,1.19
T044,2024-01-08 06:52:00,long,19.03,1.07,0.43
T053,2024-01-08 14:11:00,short,27.25,9.37,-0.72
T063,2024-01-08 20:52:00,long,27.11,4.53,0.57
T020,2024-01-08 14:14:00,long,22.1,4.04,0.27
T069,2024-01-08 07:55:00,short,42.76,3.05,-1.07
T013,2024-01-08 13:19:00,short,30.97,5.26,0.43
T045,2024-01-08 05:54:00,long,17.45,1.56,-0.59
T051,2024-01-09 09:07:00,long,66.04,6.75,-0.18
T051,2024-01-09 01:25:00,long,13.02,3.03,-0.33
T056,2024-01-09 15:04:00,short,11.64,4.7,-0.02
T005,2024-01-09 14:59:00,long,7.94,2.91,-0.23
T029,2024-01-09 12:18:00,short,29.7,3.48,0.44
T029,2024-01-09 15:39:00,short,73.15,6.69,1.41
T046,2024-01-09 17:39:00,short,46.07,5.78,-1.46
T056,2024-01-09 14:18:00,short,8.64,2.31,-0.39
T030,2024-01-09 00:16:00,long,142.09,3.36,-6.75
T063,2024-01-09 23:48:00,short,7.15,1.48,-0.31
T016,2024-01-09 04:18:00,long,25.11,3.12,-1.0
T046,2024-01-09 00:57:00,long,47.23,6.22,1.36
T029,2024-01-09 17:14:00,long,11.78,2.24,-0.19
T009,2024-01-09 19:51:00,short,27.47,5.12,-1.3
T030,2024-01-09 10:12:00,short,56.17,1.27,-1.98
T015,2024-01-09 17:37:00,long,23.13,4.48,-0.38
T030,2024-01-09 23:06:00,long,20.16,3.17,-1.0
T063,2024-01-09 23:31:00,short,41.24,6.2,-0.36
T023,2024-01-09 16:32:00,short,43.18,3.7,0.01
T065,2024-01-09 19:04:00,long,27.18,3.48,0.69
T023,2024-01-09 04:01:00,short,7.41,2.16,0.46
T056,2024-01-09 07:21:00,long,26.31,1.06,0.25
T034,2024-01-09 14:15:00,long,17.16,2.93,0.35
T023,2024-01-09 04:43:00,long,14.54,3.03,-1.02
T015,2024-01-09 03:02:00,long,13.38,6.47,-1.31
T063,2024-01-09 09:28:00,short,39.83,7.64,-1.25
T056,2024-01-09 19:09:00,long,95.91,4.26,-0.84
T072,2024-01-09 06:27:00,long,39.01,4.63,-3.93
T046,2024-01-09 09:23:00,short,63.9,4.16,0.49
T016,2024-01-09 20:06:00,long,50.56,1.45,-2.92
T044,2024-01-09 03:06:00,long,10.89,2.15,-0.34
T050,2024-01-09 11:06:00,long,50.75,1.16,-0.06
T021,2024-01-09 01:46:00,short,23.6,1.07,-0.52
T034,2024-01-09 10:51:00,long,20.79,2.86,-0.03
T046,2024-01-09 09:11:00,long,69.12,3.36,1.31
T063,2024-01-09 02:51:00,short,8.43,5.44,0.2
T065,2024-01-09 08:22:00,short,18.46,3.18,-0.59
T046,2024-01-09 02:03:00,short,52.02,6.16,4.26
T030,2024-01-09 21:34:00,long,122.32,2.4,-4.04
T029,2024-01-09 07:11:00,long,6.53,1.84,-0.91
T063,2024-01-09 09:19:00,short,17.69,2.34,-0.46
T079,2024-01-09 13:24:00,short,98.29,3.5,-4.03
T021,2024-01-09 12:02:00,short,9.33,5.75,0.27
T021,2024-01-09 15:47:00,long,97.64,2.62,-10.35
T030,2024-01-09 06:32:00,long,36.25,1.21,-1.68
T044,2024-01-09 16:49:00,short,8.2,2.2,-0.06
T076,2024-01-09 17:04:00,short,32.59,2.97,-0.68
T023,2024-01-09 02:13:00,short,46.19,3.94,-0.65
T051,2024-01-09 15:29:00,short,100.38,1.43,-3.9
T029,2024-01-09 09:21:00,long,25.15,1.53,1.2
T009,2024-01-09 01:36:00,long,6.42,2.16,0.28
T029,2024-01-09 02:32:00,long,7.84,4.69,-0.03
T046,2024-01-09 20:13:00,long,61.5,4.43,-0.73
T050,2024-01-09 21:08:00,long,61.47,2.83,0.04
T080,2024-01-09 04:21:00,long,17.24,2.81,-1.25
T050,2024-01-09 00:21:00,long,29.48,2.79,0.71
T003,2024-01-09 23:03:00,long,15.33,4.69,-0.37
T005,2024-01-09 19:33:00,long,22.94,1.56,-0.47
T065,2024-01-09 08:17:00,long,33.93,1.39,-1.72
T023,2024-01-09 05:01:00,long,93.52,2.81,-3.27
T023,2024-01-09 01:57:00,short,9.66,1,0.39
T005,2024-01-09 02:20:00,short,14.16,2.0,-0.23
T015,2024-01-09 21:01:00,long,22.88,2.33,-1.09
T063,2024-01-09 21:17:00,short,18.47,1.87,-0.93
T046,2024-01-09 12:23:00,short,10.21,1.56,-0.63
T030,2024-01-09 01:29:00,long,15.9,2.37,-1.11
T038,2024-01-10 10:02:00,long,47.93,4.35,2.51
T015,2024-01-10 05:42:00,short,25.16,3.09,0.84
T028,2024-01-10 06:06:00,short,44.07,2.35,0.44
T018,2024-01-10 07:04:00,short,19.97,2.22,0.98
T025,2024-01-10 19:30:00,short,13.67,2.39,0.21
T079,2024-01-10 21:12:00,long,17.08,2.33,0.48
T057,2024-01-10 13:03:00,long,13.93,1.45,0.06
T057,2024-01-10 07:46:00,long,96.4,2.04,1.34
T057,2024-01-10 06:30:00,short,36.73,2.61,-1.65
T031,2024-01-10 13:34:00,long,10.13,1.29,0.13
T058,2024-01-10 15:59:00,short,17.89,4.28,0.37
T056,2024-01-10 14:58:00,long,27.72,2.73,-0.99
T013,2024-01-10 17:03:00,short,13.48,2.37,-0.22
T003,2024-01-10 19:22:00,short,74.61,2.03,0.5
T025,2024-01-10 06:58:00,long,17.75,2.5,0.14
T065,2024-01-10 00:54:00,long,31.05,5.23,-0.05
T049,2024-01-10 12:34:00,short,21.22,3.06,1.0
T041,2024-01-10 02:20:00,long,51.24,1.12,2.35
T041,2024-01-10 05:25:00,short,24.8,12.96,0.33
T031,2024-01-10 15:12:00,short,36.44,1.61,0.66
T065,2024-01-10 15:42:00,long,291.67,2.91,-5.97
T066,2024-01-10 13:20:00,long,44.27,5.0,3.24
T070,2024-01-10 23:50:00,short,10.65,3.31,-0.07
T056,2024-01-10 16:50:00,long,11.75,2.18,1.1
T079,2024-01-10 11:07:00,long,44.15,2.74,-0.58
T045,2024-01-10 06:38:00,long,57.44,2.75,1.47
T028,2024-01-10 16:32:00,short,41.32,2.9,-0.57
T048,2024-01-10 05:49:00,long,6.14,6.29,0.14
T013,2024-01-10 23:07:00,long,26.56,2.12,1.74
T073,2024-01-10 21:52:00,long,39.25,4.53,1.28
T013,2024-01-10 01:39:00,short,19.57,8.19,0.88
T013,2024-01-10 11:30:00,long,96.58,7.09,3.66
T048,2024-01-10 01:30:00,long,27.25,2.77,0.81
T021,2024-01-10 04:07:00,long,7.98,2.32,0.48
T057,2024-01-10 22:11:00,short,14.51,3.36,-1.35
T038,2024-01-10 19:25:00,short,36.53,5.07,0.52
T051,2024-01-10 22:44:00,short,29.64,2.94,-0.06
T013,2024-01-10 07:56:00,long,16.74,1.97,-0.03
T059,2024-01-10 12:47:00,long,31.69,3.0,0.06
T039,2024-01-10 11:13:00,short,13.15,1.9,-1.18
T003,2024-01-10 07:49:00,long,43.72,4.69,0.2
T009,2024-01-10 20:45:00,long,29.68,5.86,-0.14
T065,2024-01-10 02:23:00,short,40.82,2.04,-0.93
T028,2024-01-10 10:37:00,long,30.22,2.1,0.49
T039,2024-01-10 21:41:00,long,17.87,2.16,-0.44
T021,2024-01-10 05:19:00,short,28.62,1.54,1.04
T070,2024-01-10 08:46:00,long,28.91,2.59,-0.28
T022,2024-01-10 05:16:00,long,14.0,2.51,0.92
T025,2024-01-10 16:42:00,long,53.85,7.66,0.53
T025,2024-01-10 14:28:00,long,78.61,3.92,2.11
T003,2024-01-10 23:48:00,short,10.78,3.55,0.03
T040,2024-01-10 03:09:00,long,80.99,13.33,0.02
T073,2024-01-10 06:26:00,long,41.56,4.42,-2.22
T066,2024-01-10 14:02:00,short,16.43,4.09,-0.02
T045,2024-01-10 23:51:00,short,11.91,3.2,0.09
T070,2024-01-10 17:09:00,short,5,6.05,-0.04
T019,2024-01-10 13:57:00,long,30.07,1.68,1.01
T015,2024-01-10 11:40:00,long,71.98,2.85,1.96
T018,2024-01-10 03:18:00,long,50.71,1,0.71
T080,2024-01-10 20:37:00,short,20.55,2.73,1.11
T072,2024-01-10 11:16:00,short,8.14,5.11,0.57
T016,2024-01-10 12:34:00,short,26.06,2.63,-0.1
T013,2024-01-10 21:46:00,long,45.87,1.57,-1.23
T045,2024-01-10 20:54:00,short,77.99,4.42,2.37
T027,2024-01-10 13:08:00,long,26.16,2.41,1.15
T059,2024-01-10 16:59:00,short,41.86,4.33,-0.77
T048,2024-01-10 15:13:00,short,16.05,6.38,1.04
T027,2024-01-10 14:50:00,long,8.39,5.19,-0.01
T041,2024-01-10 22:53:00,long,34.47,2.07,-0.25
T015,2024-01-10 21:58:00,short,59.88,1,-3.13
T058,2024-01-10 14:54:00,long,35.87,4.22,-1.01
T025,2024-01-10 19:41:00,short,12.24,4.03,0.79
T021,2024-01-10 10:54:00,short,5.34,9.48,0.0
T013,2024-01-10 18:22:00,short,17.17,4.67,0.09
T028,2024-01-10 05:01:00,short,98.7,3.33,-1.03
T040,2024-01-10 09:20:00,long,38.46,2.69,0.02
T080,2024-01-10 05:12:00,short,101.7,4.29,8.17
T070,2024-01-10 16:38:00,short,8.33,3.97,0.31
T021,2024-01-10 23:08:00,long,45.18,2.9,1.96
T049,2024-01-10 10:22:00,long,35.85,2.88,1.28
T031,2024-01-10 07:09:00,short,33.88,1.15,1.14
T021,2024-01-10 23:11:00,long,12.24,3.61,0.2
T036,2024-01-11 03:23:00,short,26.75,1.78,0.09
T042,2024-01-11 18:18:00,long,66.93,5.04,-1.03
T042,2024-01-11 22:14:00,long,35.75,1.52,1.11
T048,2024-01-11 22:16:00,short,24.86,1.55,0.67
T018,2024-01-11 05:51:00,long,27.74,1,-0.07
T045,2024-01-11 16:44:00,short,15.81,4.27,-0.28
T048,2024-01-11 23:28:00,long,29.34,2.28,0.19
T074,2024-01-11 14:24:00,long,61.77,1.84,1.99
T060,2024-01-11 08:40:00,short,10.35,2.05,-0.2
T045,2024-01-11 22:26:00,long,46.78,3.89,-1.21
T031,2024-01-11 14:48:00,long,37.55,2.23,0.4
T020,2024-01-11 11:23:00,short,17.39,3.97,0.47
T002,2024-01-11 12:55:00,short,46.11,1.52,1.88
T045,2024-01-11 09:37:00,short,19.46,3.36,0.63
T079,2024-01-11 23:08:00,short,61.39,7.08,1.07
T062,2024-01-11 05:18:00,short,33.22,3.52,0.58
T025,2024-01-11 08:30:00,long,21.55,3.91,-0.22
T037,2024-01-11 14:36:00,short,8.83,3.2,0.17
T060,2024-01-11 10:25:00,long,28.4,2.67,2.3
T066,2024-01-11 23:06:00,long,17.49,3.09,-0.8
T020,2024-01-11 00:14:00,short,6.39,5.57,0.49
T028,2024-01-11 18:01:00,long,12.12,3.54,-0.02
